iter	Logloss	Accuracy
889	0.2827385117	0.893153527
890	0.2826181363	0.893153527
891	0.2823876034	0.893153527
892	0.2821103134	0.893153527
893	0.2820430618	0.8936721992
894	0.2819230783	0.8936721992
895	0.2817417584	0.8947095436
896	0.2814981394	0.8947095436
897	0.2813686399	0.8947095436
898	0.2813044896	0.8947095436
899	0.2811116478	0.8947095436
900	0.280978801	0.8941908714
901	0.2808051105	0.8947095436
902	0.2806998011	0.8947095436
903	0.2805219018	0.8947095436
904	0.2803254314	0.8947095436
905	0.2800361035	0.8947095436
906	0.2798481746	0.8947095436
907	0.2796388242	0.8947095436
908	0.2794740479	0.8947095436
909	0.2792776175	0.8947095436
910	0.2790606212	0.8947095436
911	0.27897532	0.8947095436
912	0.2787740461	0.8952282158
913	0.2787075053	0.8952282158
914	0.2786158513	0.8952282158
915	0.2784992627	0.8952282158
916	0.2783805786	0.8947095436
917	0.2781642977	0.8952282158
918	0.2779122948	0.8962655602
919	0.2776691722	0.8962655602
920	0.2774917329	0.8967842324
921	0.2773592626	0.8973029046
922	0.2772392174	0.8973029046
923	0.2769763998	0.8973029046
924	0.2769427856	0.8967842324
925	0.2768502062	0.8978215768
926	0.2766995995	0.8978215768
927	0.2766271416	0.8978215768
928	0.2765681894	0.8978215768
929	0.2763077388	0.8978215768
930	0.2762310553	0.8978215768
931	0.2761184577	0.8978215768
932	0.2760366171	0.8978215768
933	0.2759517822	0.8978215768
934	0.275707886	0.8978215768
935	0.275567285	0.8973029046
936	0.2754520604	0.8973029046
937	0.2753331542	0.8973029046
938	0.2752568038	0.8973029046
939	0.275193021	0.8973029046
940	0.2750589896	0.8973029046
941	0.2749938947	0.8973029046
942	0.2749223776	0.8973029046
943	0.2748055929	0.8978215768
944	0.2745954744	0.898340249
945	0.2744489106	0.898340249
946	0.2743283013	0.8988589212
947	0.2741833937	0.8988589212
948	0.2738967154	0.8993775934
949	0.2737777436	0.8993775934
950	0.2736969015	0.8993775934
951	0.2735270954	0.8993775934
952	0.2734006491	0.8993775934
953	0.2732500615	0.9004149378
954	0.2729825621	0.9004149378
955	0.27267084	0.9004149378
956	0.2725301328	0.8998962656
957	0.272348224	0.8998962656
958	0.2720832559	0.8998962656
959	0.2718958041	0.8998962656
960	0.271721176	0.8998962656
961	0.271430208	0.9004149378
962	0.271254426	0.90093361
963	0.2710978616	0.90093361
964	0.2708620498	0.9014522822
965	0.2707890838	0.9014522822
966	0.2706636127	0.9014522822
967	0.2705955148	0.9014522822
968	0.2704845547	0.9014522822
969	0.2702773528	0.9019709544
970	0.2701065454	0.9014522822
971	0.2698964138	0.9019709544
972	0.2696976694	0.9019709544
973	0.2695347408	0.9030082988
974	0.2694263618	0.9030082988
975	0.2691556714	0.9030082988
976	0.2689313841	0.9030082988
977	0.2686845693	0.9024896266
978	0.2685755533	0.9030082988
979	0.2683524732	0.9024896266
980	0.2682173595	0.9030082988
981	0.267959423	0.9024896266
982	0.2677864706	0.9019709544
983	0.2675656135	0.9024896266
984	0.2674678051	0.9024896266
985	0.2673240489	0.9030082988
986	0.2670702313	0.903526971
987	0.2669388891	0.903526971
988	0.2667966896	0.903526971
989	0.2665567894	0.903526971
990	0.2664659206	0.9040456432
991	0.2663562987	0.9040456432
992	0.2661494025	0.9045643154
993	0.2659463528	0.9045643154
994	0.2658288695	0.9040456432
995	0.265723222	0.9040456432
996	0.2656402884	0.9040456432
997	0.2654059927	0.903526971
998	0.265226791	0.903526971
999	0.2651014625	0.903526971
